text	category
 നിങ്ങൾ ഒരു തെറ്റും ചെയ്തിട്ടില്ലെങ്കിൽ കുറ്റബോധം തോന്നുന്നത് തികച്ചും സന്തോഷകരമാണ്: എത്ര മാന്യമാണ്! അതേസമയം, കുറ്റം സമ്മതിക്കുന്നതും പശ്ചാത്തപിക്കുന്നതും വളരെ ബുദ്ധിമുട്ടുള്ളതും തീർച്ചയായും നിരാശാജനകവുമാണ്.	കുറ്റബോധം 
നിഷ്കളങ്കമായ മുഖത്തിന് എല്ലായ്പ്പോഴും ഒരു വന്യമായ വശമുണ്ട്.	സങ്കടം 
അപൂർണ്ണതകളെ നിശബ്ദമായി മനസ്സിലാക്കുകയും അംഗീകരിക്കുകയും ചെയ്യുന്നതാണ് സ്നേഹം.	സ്നേഹം 
വായുവിലെ അപകീർത്തികരമായ വികാരം വരാനിരിക്കുന്ന കാര്യങ്ങളെക്കുറിച്ച് അവരെ ജാഗരൂകരാക്കി.	ഭയം 
നരഗത്തിലെ  ശിക്ഷ  യെ ഓർത്തു എനിക്ക് ഭയം  തോന്നുന്നു 	ഭയം 
 കുറ്റബോധം, ഒരു ക്രിസ്ത്യൻ ഉപഭോക്താവിൽ വളർത്തിയെടുത്താൽ, അവരുടെ ക്രിസ്തുമതം തങ്ങൾക്കും മറ്റുള്ളവർക്കും വിലപ്പോവില്ല.	കുറ്റബോധം 
നിങ്ങളുടെ ചുംബനങ്ങളിൽ, അതിരുകളില്ലാത്ത ഒരു സ്നേഹത്തിന്റെ മാധുര്യം ഞാൻ ആസ്വദിക്കുന്നു	സ്നേഹം 
അജ്ഞാതമായത് കണ്ടെത്താനുള്ള പ്രതീക്ഷകളെ അനുഗമിക്കുന്നത് അത്ഭുതബോധമാണ്.	പ്രേതീക്ഷ 
പഴയ മാളികയിൽ ഒരു രഹസ്യഭാഗം കണ്ടെത്തുന്നത് നിഗൂഢതയുടെ ഒരു ഘടകം കൂട്ടിച്ചേർത്തു.	അത്ഭുതം 
ഞാൻ ശരിക്കും അമ്പരന്നിരിക്കുകയാണ്.	അഭിനന്ദനം
നിങ്ങളുെട വർക്ക് കലണ്ടറിേലാഷെഡ്യൂളിംഗ് സിസ്റ്റത്തിേലാ അനധികൃത മാറ്റങ്ങൾ കകണ്ടെത്തുന്നു.	ദേഷ്യം 
പുതിയ പൂക്കളുടെ ഒരു പൂച്ചെണ്ട് ലഭിക്കുന്നത് മുറിയിൽ ഒരു കാഴ്ച ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
ആളുകൾ പൊതുവേ, സ്വന്തം മാനസികാവസ്ഥ മറ്റുള്ളവരിലേക്ക് ഉയർത്താൻ പ്രവണത കാണിക്കുന്നു. നല്ല അർത്ഥമുള്ള ആളുകൾ അനിവാര്യമായും മറ്റുള്ളവർ നല്ല അർത്ഥമുള്ളവരാണെന്ന് അനുമാനിക്കുന്നു. വഞ്ചിക്കുന്ന ആളുകൾ എല്ലാവരും ചതിക്കുന്നുവെന്ന് കരുതുന്നു. കബളിപ്പിക്കുന്ന ആളുകൾ എല്ലാവരേയും കബളിപ്പിക്കുമെന്ന് കരുതുന്നു. ഒരു വിസിൽ ബ്ലോവറിന്റെ കുറ്റസമ്മതം: പാഠങ്ങൾ അന്ന സി. സാൾട്ടർ. എത്തിക്‌സ് & ബിഹേവിയർ, വാല്യം 8, ലക്കം 2 ജൂൺ 1998	സങ്കടം 
 ഈ രാജ്യത്തെ സമരക്കാർ ഒരിക്കലും വിശാലമായ ജനപിന്തുണ നേടിയിട്ടില്ല, കാരണം ആധുനിക ജീവിതത്തിന്റെ എല്ലാ സൗകര്യങ്ങളും പൊതുജനങ്ങൾ ആഗ്രഹിച്ചു, ആ സൗകര്യങ്ങൾ എങ്ങനെ സംഭരിച്ചുവെന്ന് അറിയാനുള്ള കുറ്റബോധമില്ലാതെ.	സങ്കടം 
ഞാൻ കേൾക്കുന്നില്ല, പക്ഷേ എല്ലാ വിധത്തിലും സംസാരിക്കുന്നത് തുടരുക. നിങ്ങളുടെ ശബ്ദം എന്റെ ചെവികളിൽ നിന്ന് രക്തം ഒഴുകുന്നത് എനിക്ക് ഇഷ്ടമാണ്.	പരിഹാസം 
മൃഗങ്ങളുടെ സൌന്ദര്യത്തെ പ്രശംസിച്ചുകൊണ്ട് ഞങ്ങൾ ഒരു വന്യജീവി സങ്കേതത്തിലേക്ക് അപ്രതീക്ഷിത സന്ദർശനം സംഘടിപ്പിച്ചു.	അഭിനന്ദനം
ഓരോ വെല്ലുവിളിയിലും, നമ്മുടെ മുന്നോട്ടുള്ള യാത്രയ്ക്ക് ആവശ്യമായ ഉപകരണങ്ങൾ ഞങ്ങൾ മൂർച്ച കൂട്ടുന്നു എന്നതാണ് വിശ്വാസം.	പ്രേതീക്ഷ 
നേതാവിന്റെ ഉത്തരവാദിത്തമില്ലായ്മ അനുയായികൾക്കിടയിൽ പരിഭ്രാന്തി സൃഷ്ടിച്ചു.	ഭയം 
ഒരു ഓർക്കസ്ട്രയുടെ കണ്ടക്ടറെപ്പോലെ, പ്രതീക്ഷകൾ നമ്മുടെ ശ്രമങ്ങളുടെ സ്വരച്ചേർച്ചയുള്ള ഗാനങ്ങളെ ഏകോപിപ്പിക്കുന്നു.	പ്രേതീക്ഷ 
നിങ്ങൾ നിങ്ങളുടെ ജീവിതത്തെ എത്രത്തോളം പ്രശംസിക്കുകയും ആഘോഷിക്കുകയും ചെയ്യുന്നുവോ അത്രത്തോളം ആഘോഷിക്കാൻ ജീവിതത്തിൽ അവസരമുണ്ട്.	സന്തോഷം 
 ശബ്‌ദമുയർത്താൻ കഴിയാത്ത കുട്ടികളെ പ്രതിരോധിക്കാനുള്ള ശക്തിയായി കുട്ടികളുടെ ലൈംഗികാതിക്രമത്തെക്കുറിച്ചുള്ള നിങ്ങളുടെ വേദന മാറ്റുക.	കുറ്റബോധം 
അവളുടെ പ്രിയപ്പെട്ട പൂക്കളുടെ സർപ്രൈസ് ഡെലിവറി കണ്ടെത്താൻ വാതിൽ തുറക്കുന്നു.	അഭിനന്ദനം
വിദ്വേഷമോ നീരസമോ ഉപേക്ഷിക്കുകയും ക്ഷമ സ്വീകരിക്കുകയും ചെയ്തതിന്റെ ആനന്ദം വൈകാരികമായ ഒരു വിമോചനം കൊണ്ടുവന്നു.	സന്തോഷം 
നർമ്മത്തിൻറെ ഓരോ ശ്രമത്തിലും സ്വർണ്ണത്തെ വൈക്കോൽ ആക്കാനുള്ള നിങ്ങളുടെ കഴിവിന് അഭിനന്ദനങ്ങൾ.	പരിഹാസം 
കൊള്ളാം, ഏത് സാഹചര്യത്തിലും വെള്ളിനിറം കണ്ടെത്താനുള്ള നിങ്ങളുടെ കഴിവ് ഇരുണ്ട മേഘത്തെ അവഗണിക്കുന്നതിനുള്ള നിങ്ങളുടെ കഴിവിനോട് മാത്രമാണ് മത്സരിക്കുന്നത്.	പരിഹാസം 
എല്ലാ ദിവസവും ഞാൻ അന്വേഷിക്കുകയും കണ്ടെത്തുകയും ചെയ്യുന്ന നിധിയാണ് സന്തോഷം.	സന്തോഷം 
ആഴത്തിൽ സ്നേഹിക്കുക എന്നത് ലോകത്തിന്റെ സൌന്ദര്യത്തിനും അത്ഭുതങ്ങൾക്കും വിശാലമായ ഹൃദയത്തോടെ ജീവിക്കുക എന്നതാണ്	സ്നേഹം 
നിങ്ങളുടെ ശബ്ദം അപ്രത്യക്ഷമാകാൻ അനുവദിക്കരുത്! നമ്മുടെ സമൂഹത്തിലെ വേട്ടക്കാരിൽ നിന്ന് നമ്മുടെ കുട്ടികളെ സംരക്ഷിക്കുക.	കുറ്റബോധം 
 ആധുനിക ലോകം മൊത്തത്തിൽ, മതവിശ്വാസികളായ ആളുകൾക്കെതിരെ തോളിൽ ഒരു ചിപ്പ് ഉണ്ടായിരിക്കാൻ വ്യവസ്ഥ ചെയ്തിട്ടുണ്ട്. ചില സന്ദർഭങ്ങളിൽ ഞാൻ ഇതിനോട് വിയോജിക്കുന്നു - പ്രത്യേകിച്ചും, വിശ്വസിച്ചാലും ഇല്ലെങ്കിലും, സത്യസന്ധതയുടെ കാര്യങ്ങളിൽ. തന്റെ ആധുനിക സമപ്രായക്കാരെ ഏറെ ഇഷ്ടപ്പെടുന്ന മനുഷ്യനെക്കാൾ, തന്റെ ഓരോ വാക്കും ഓരോ നീക്കവും ഉത്തരവാദിത്തത്തോടെ കഴുത്തിൽ ശ്വസിക്കുന്ന സർവശക്തനായ ഒരു ജഡ്ജി തന്റെ കഴുത്തിൽ ശ്വസിക്കുന്ന ഒരു സർവ്വശക്തനായ ജഡ്ജി ഉണ്ടെന്ന് സത്യസന്ധമായി ചിന്തിക്കുന്ന - അല്ലെങ്കിൽ അതിലും മികച്ചത് ഇഷ്ടപ്പെടുന്ന മനുഷ്യനെ ഞാൻ പലപ്പോഴും വിശ്വസിക്കുന്നു. വിരോധാഭാസമെന്നു പറയട്ടെ, സമ്പൂർണ്ണ സ്വാതന്ത്ര്യത്തിൽ മുഴുകാൻ അവകാശപ്പെടുകയോ ആഗ്രഹിക്കുകയോ ചെയ്യുന്നു. യഥാർത്ഥത്തിൽ ദൃശ്യമാകുന്നതുപോലെ, ആദ്യത്തേത് രണ്ടാമത്തേതിനേക്കാൾ കൂടുതൽ കുറ്റബോധത്തിൽ നിന്ന് മുക്തമാണ്.	സങ്കടം 
 ഞാൻ എഴുന്നേറ്റു മുറിയിൽ നടന്നു, എന്റെ കുറ്റബോധം എന്റെ പിന്നിൽ ഉപേക്ഷിക്കാം എന്ന മട്ടിൽ. എന്നാൽ ഞാൻ നടക്കുമ്പോൾ അത് എന്നെ പിന്തുടരുന്നു, ഞാൻ തന്നെ ഉണ്ടാക്കിയ ഒരു വൃത്തികെട്ട നിഴൽ.	സങ്കടം 
കവിത മഹത്തരവും തടസ്സമില്ലാത്തതുമായിരിക്കണം, ഒരാളുടെ ആത്മാവിൽ പ്രവേശിക്കുന്ന ഒരു കാര്യം, അത് സ്വയം അമ്പരപ്പിക്കുകയോ വിസ്മയിപ്പിക്കുകയോ ചെയ്യുന്നില്ല, മറിച്ച് അതിന്റെ വിഷയമാണ്.	അഭിനന്ദനം
 അത് പറയുമ്പോൾ അവളുടെ മുഖത്തെ ഭാവമായിരുന്നു. അവൾ അത് എത്രമാത്രം ഉദ്ദേശിച്ചു. അത് പെട്ടെന്ന് എല്ലാം യഥാർത്ഥമാണെന്ന് തോന്നി. എനിക്ക് ഭയങ്കര വിഷമം തോന്നി. വെറും ഭയങ്കരം.	സങ്കടം 
അലമാരയിൽ നിന്ന് ചാടിയപ്പോൾ കാവൽക്കാരൻ എന്താണ് പറഞ്ഞത്? സാധനങ്ങൾ!	പരിഹാസം 
കളികളിൽ പങ്കെടുക്കാൻ ഒലിവറിനോട് ആവശ്യപ്പെട്ടെങ്കിലും ആരും കളിക്കില്ല.	ദേഷ്യം 
 റിസർവേഷൻ തനിക്കു ചുറ്റും കറങ്ങുന്നതും രൂപം മാറുന്നതിനാൽ അയാൾക്ക് ഏകദേശം ഛർദ്ദിക്കേണ്ടിവന്നു, അല്ലെങ്കിൽ കൈകൾ തലയിൽ പിടിച്ച് അതിനെല്ലാം എതിരെ നിലവിളിക്കുന്നു.	കുറ്റബോധം 
ദീർഘവീക്ഷണമാണ് നമ്മെ മുന്നോട്ട് നയിക്കുന്നത്, നമ്മുടെ ലക്ഷ്യങ്ങളിലേക്ക് ചുവടുവെക്കാൻ നമ്മെ പ്രോത്സാഹിപ്പിക്കുന്നു.	പ്രേതീക്ഷ 
 ഭൂതകാലം നിങ്ങളുടെ ഭാവിയെ രൂപപ്പെടുത്തുന്നു, എന്നിട്ടും അത് നിങ്ങളുടെ ഭാവിയെ നിർദ്ദേശിക്കുകയോ നിർണ്ണയിക്കുകയോ സംസാരിക്കുകയോ നിയന്ത്രിക്കുകയോ ചെയ്യുന്നില്ല.	സങ്കടം 
 വീണ്ടെടുപ്പ് വളരെയധികം ആവശ്യപ്പെട്ടിരുന്നു, പക്ഷേ അയാൾക്ക് പ്രതീക്ഷിക്കാമായിരുന്നു. ഏതോ വിദൂര ദിനത്തിൽ അവസാന ശ്വാസം എടുക്കുമ്പോൾ അവൻ ഇപ്പോഴും പാപമോചനം തേടുകയാണെന്ന് എന്തോ പറഞ്ഞു.	കുറ്റബോധം 
സത്യസന്ധമായി പറഞ്ഞാൽ ഞാൻ ഞെട്ടിപ്പോയി.	അഭിനന്ദനം
 കുറ്റബോധം, അത് നിങ്ങളുടെ ആത്മാവിൽ ആഴത്തിൽ പതിഞ്ഞാൽ, അതിൽ നിന്ന് മുക്തി നേടുന്നത് മിക്കവാറും അസാധ്യമാണ്. ഇത് നിങ്ങളുടെ ഹൃദയം പോലെയോ നിങ്ങളുടെ യുക്തിയെപ്പോലെയോ നിങ്ങളുടെ ഭാഗമായിത്തീരുന്നു, നിങ്ങൾ അത് ഉപേക്ഷിക്കുകയാണെങ്കിൽ, അതിനോടൊപ്പം നിങ്ങളുടെ ഒരു ഭാഗവും നിങ്ങൾക്ക് നഷ്ടപ്പെടുമെന്ന് നിങ്ങൾ മനസ്സിലാക്കുന്നു.	സങ്കടം 
ആശ്ചര്യത്തെ ആശ്ലേഷിക്കുക; അജ്ഞാത പ്രദേശങ്ങളിലേക്ക് നിങ്ങളെ നയിക്കുന്ന ബീക്കണാണിത്.	അത്ഭുതം 
സ്നേഹവും ചിരിയും അർത്ഥവത്തായ ബന്ധങ്ങളും നിറഞ്ഞ ഒരു ഭാവി ഞാൻ ആശംസിക്കുന്നു.	പ്രേതീക്ഷ 
"സന്തോഷം തയ്യാറായ ഒന്നല്ല, അത് നിങ്ങളുടെ സ്വന്തം പ്രവർത്തനങ്ങളിൽ നിന്നാണ് വരുന്നത്."""	സന്തോഷം 
ഓരോ തവണയും നിയമം ലംഘിക്കപ്പെടുമ്പോൾ, നിയമലംഘകനേക്കാൾ സമൂഹം കുറ്റക്കാരാണ് എന്ന ആശയം നാം തള്ളിക്കളയണം. ഓരോ വ്യക്തിയും ഉത്തരവാദിത്തമുള്ള പ്രവർത്തനങ്ങളാണെന്ന അമേരിക്കൻ പ്രമാണം പുനഃസ്ഥാപിക്കേണ്ട സമയമാണിത്.	കുറ്റബോധം 
സാധാരണയെ അസാധാരണമാക്കി മാറ്റുന്ന മാന്ത്രിക വടിയാണ് സർപ്രൈസ്.	അത്ഭുതം 
ചിലപ്പോൾ ഞാൻ ആളുകളെ കണ്ടുമുട്ടുകയും അവരുടെ നായയോട് മോശമായി പെരുമാറുകയും ചെയ്യുന്നു.	പരിഹാസം 
സർഗ്ഗാത്മകതയുടെ പെട്ടെന്നുള്ള പൊട്ടിത്തെറി മനോഹരമായ ഒരു പെയിന്റിംഗ് സൃഷ്ടിക്കുന്നതിലേക്ക് നയിച്ചു.	അത്ഭുതം 
സ്നേഹം സംതൃപ്തമായ ജീവിതത്തിന്റെ സത്തയാണ്	സ്നേഹം 
നിങ്ങളുെട വസതിക്ക് സമീപം നടന്നുെകാണ്ടിരിക്കുന്ന നിർമ്മാണം കാരണം നിരന്തരമായ തടസ്സങ്ങൾ സഹിക്കുന്നു.	ദേഷ്യം 
പോസിറ്റീവ് എനർജി എന്റെ സന്തോഷത്തിന് ഇന്ധനം പകരുന്നു.	സന്തോഷം 
പുരാതന ഈജിപ്തായ ഈജിപ്ത്, പിൽക്കാലത്ത് എന്നിൽ ഒരു നിഗൂഢമായ ആകർഷണം ചെലുത്തി. ഒരു സചിത്ര മാസികയിൽ ഒരു മടിയും ആശ്ചര്യവും കൂടാതെ അതിൻറെ ഒരു ചിത്രം ഞാൻ ഉടൻ തിരിച്ചറിഞ്ഞു.	അത്ഭുതം 
ഒരു കാർ ലീസിംഗ്സേവനവുമായി ബന്ധപ്പെട്ട് നിലനിൽക്കുന്നതും പരിഹരിക്കപ്പെടാത്തതുമായ പ്രശ്നങ്ങൾകൈകാര്യംചെയ്യുന്നു.	ദേഷ്യം 
ഈ കാട്ടു കാടിന്റെ ആകാശത്ത് പൊങ്ങിക്കിടക്കുന്ന കാക്കക്കൂട്ടം എന്നെ ഭയപ്പെടുത്തി.	ഭയം 
അധ്യാപികയുടെ വിമർശനം വിദ്യാർത്ഥിയുടെ ആത്മവിശ്വാസത്തിൽ ഒരു അസ്വസ്ഥത ഉണ്ടാക്കി.	ഭയം 
പറയാത്ത ധാരണ അവരുടെ അടുപ്പത്തിന് പാളികൾ ചേർത്തു.	സ്നേഹം 
കവിതകളെ നെയ്തെടുക്കുന്ന ഒരു കവിയെപ്പോലെ, അഭിലാഷങ്ങൾ നമ്മുടെ അതുല്യമായ ജീവിതകഥയുടെ ആഖ്യാനത്തെ രൂപപ്പെടുത്തുന്നു.	പ്രേതീക്ഷ 
നമ്മെ അത്ഭുതപ്പെടുത്തേണ്ട ഒരേയൊരു കാര്യം, നമ്മെ അത്ഭുതപ്പെടുത്താൻ കഴിയുന്ന ചില കാര്യങ്ങൾ ഇപ്പോഴും ഉണ്ട് എന്നതാണ്.	അഭിനന്ദനം
ചെറിയ പട്ടണത്തിലെ വിശദീകരിക്കാനാവാത്ത തിരോധാനം കൂട്ടായ ഭീതിയുടെ അന്തരീക്ഷം സൃഷ്ടിച്ചു.	ഭയം 
 നിങ്ങൾക്ക് എന്നും ചെറുപ്പമായി തുടരാൻ കഴിയില്ല. ചെറുപ്പമാകുക എന്നത് ഒരു പദവിയാണ്. ദൈവത്തിനറിയാം, അവരിൽ എത്രപേർ മരണക്കിടക്കയിൽ വീണ്ടും ചെറുപ്പമാകാൻ ആഗ്രഹിച്ചു, അവർക്ക് ഉണ്ടാകേണ്ടതും ചെയ്യരുതാത്തതുമായ എല്ലാ കാര്യങ്ങളിലും അവർ പശ്ചാത്തപിച്ചു.	സങ്കടം 
സർപ്രൈസ് ഫാമിലി ഫോട്ടോ ആൽബം വിലമതിക്കാനാവാത്ത ഓർമ്മകൾ തിരികെ കൊണ്ടുവന്നു.	അഭിനന്ദനം
ആത്മാവിന്റെ തോട്ടത്തിൽ നിലനിൽക്കുന്ന സുഗന്ധമാണ് വിസ്മയം.	അത്ഭുതം 
ലക്ഷ്യസ്ഥാനത്ത് മാത്രമല്ല, യാത്രയിലും സന്തോഷം കണ്ടെത്തുക.	സന്തോഷം 
ഒരു സിംഫണി ഓർക്കസ്ട്രേറ്റ് ചെയ്യുന്ന ഒരു കണ്ടക്ടറെപ്പോലെ, ആത്മവിശ്വാസം നമ്മുടെ പ്രവർത്തനങ്ങളെ വിജയവുമായി സമന്വയിപ്പിക്കുന്നു.	പ്രേതീക്ഷ 
എല്ലാ തെറ്റുകളും തിരുത്താൻ വേണ്ടി ഞാൻ നിന്റെ അടുക്കിലേക്ക് വന്നത് എന്നാൽ നീ എന്നെ ഉപയോഗിക്കുകയാരിരുന്നു 	സങ്കടം 
നീ എന്തിനാണ് എന്നെ വിട്ട് പോയത് 	സങ്കടം 
ഭയം ഉണർത്തുന്ന, രാത്രിയിലെ വായുവിലൂടെ വിദൂരവും അസ്വസ്ഥവുമായ ഒരു മന്ത്രിപ്പ്.$	ഭയം 
കരാർ ഉടമ്പടികൾ പാലിച്ചിട്ടും ഒരുസേവനത്തിന് അപ്രതീക്ഷിത ചാർജ് ലഭിക്കുന്നു.	ദേഷ്യം 
ഒരു കാറ്ററിംഗ്സേവനവുമായി ബന്ധപ്പെട്ട് സ്ഥിരവും പരിഹരിക്കപ്പെടാത്തതുമായ പ്രശ്നങ്ങൾകൈകാര്യംചെയ്യുന്നു.	ദേഷ്യം 
വ്യക്തമായ ന്യായീകരണമില്ലാെത ഒരു പ്രാേദശിക കമ്മ്യൂണിറ്റി വിദ്യാഭ്യാസ പരിപാടിയുെട ഫീസ്വർദ്ധിപ്പിച്ചതിന്റെ അറിയിപ്പ് 	ദേഷ്യം 
 ഞാൻ അവനോട് ക്ഷമിക്കണമായിരുന്നു. ഒരുപക്ഷേ. നമുക്കെല്ലാവർക്കും ചെയ്യാൻ കഴിയുമായിരുന്ന കൂടുതൽ കാര്യങ്ങൾ ഉണ്ടായിരിക്കാം, പക്ഷേ അടുത്ത തവണ കൂടുതൽ നന്നായി ചെയ്യാൻ കുറ്റബോധം നമ്മെ ഓർമ്മിപ്പിക്കാൻ അനുവദിക്കണം. ഞാൻ നെറ്റി ചുളിച്ചു പിന്നിലേക്ക് വലിക്കുന്നു. അത് അബ്‌നെഗേഷന്റെ അംഗങ്ങൾ പഠിക്കുന്ന ഒരു പാഠമാണ് - സ്വയംക്കെതിരായ ആയുധം എന്നതിലുപരി കുറ്റബോധം ഒരു ഉപകരണമാണ്.	കുറ്റബോധം 
സന്തോഷം എന്നത് എന്താണോ അത് സ്വീകരിക്കുന്നതിനുള്ള ഒരു പ്രവർത്തനമാണ്.	സന്തോഷം 
എന്നിലെ പ്രണയം അത് ഇനി എന്നും നിന്നോട് മാത്രം	സ്നേഹം 
കളിമണ്ണ് രൂപപ്പെടുത്തുന്ന ഒരു കുശവൻ പോലെ, വിശ്വാസം നമ്മുടെ അനുഭവങ്ങളെ ജ്ഞാനത്തിന്റെയും ഉദ്ദേശ്യത്തിന്റെയും പാത്രങ്ങളായി രൂപപ്പെടുത്തുന്നു.	പ്രേതീക്ഷ 
ഒരു പതിവ് ഓഫീസ് ഉച്ചഭക്ഷണം മൈക്രോവേവ് അനുപാതത്തിലുള്ള ഒരു രുചികരമായ സാഹസികതയായി മാറ്റിയതിന് നിങ്ങളുടെ കഴിവിനെ ഞാൻ അഭിനന്ദിക്കണം.	പരിഹാസം 
മോർച്ചറിയിൽ വിചിത്രമായ സംഭവങ്ങൾ റിപ്പോർട്ട് ചെയ്തതോടെ ആശുപത്രിയിലെ അസ്വസ്ഥത വർദ്ധിച്ചു.	ഭയം 
 കുറ്റബോധം ഒരു ആഹ്ലാദമാണ്, അത് നിങ്ങളെ ഭൂതകാലത്തിൽ വലയ്ക്കുന്നു.	സങ്കടം 
വിദൂര കാൽപ്പാടുകളുടെ അസ്വസ്ഥമായ അനുരണനം പ്രേതബാധിതമായ ഇടനാഴികളിലൂടെ പ്രതിധ്വനിച്ചു, അദൃശ്യമായെങ്കിലും അനുഭവപ്പെട്ടു.	ഭയം 
നമ്മുടെ സത്തയുടെ മറഞ്ഞിരിക്കുന്ന വശങ്ങളെ പ്രതിഫലിപ്പിക്കുന്ന കണ്ണാടിയാണ് വെളിപാട്.	അത്ഭുതം 
അതുല്യമായ ഒരു അനുഭവത്തിനായി ഞങ്ങൾ ഒരു വെർച്വൽ റിയാലിറ്റി ആർക്കേഡിലേക്ക് അപ്രതീക്ഷിത സന്ദർശനം സംഘടിപ്പിച്ചു.	അഭിനന്ദനം
ആസൂത്രണംചെയ് ത ടീം ബിൽഡിംഗ് ഇവന്റിന്റപെെട്ടെന്നുള്ളതും അപ്രതീക്ഷിതവുമായ റദ്ദാക്കലിനെനേരിടൽ.	ദേഷ്യം 
ആകാശത്ത് വർണ്ണാഭമായ ചൂടുവെള്ളത്തിൻ്റെ ഒരു ബലൂണിൻ്റെ കാഴ്ച ആഹ്ലാദം പകർന്നു.	സന്തോഷം 
ക്ലൗഡിൽ സംഭരിച്ചിരിക്കുന്ന നിങ്ങളുെട സ്വകാര്യ പ്രമാണങ്ങളിേലക്കുള്ള അനധികൃത ആക് സസ് കകണ്ടെത്തുന്നു.	ദേഷ്യം 
ഒരു അപരിചിതനിൽ നിന്നുള്ള അപ്രതീക്ഷിത അഭിനന്ദനം അവളുടെ ദിവസം പ്രകാശിപ്പിക്കുകയും സന്തോഷം കൊണ്ടുവരികയും ചെയ്തു.	സന്തോഷം 
പറഞ്ഞറിയിക്കാനാവാത്ത ഭയം വായുവിലൂടെ മന്ത്രിച്ചു, ഒരു പ്രേതപൂർവമായ പ്രവചനം.	ഭയം 
ഒരു പൂന്തോട്ടം കൃഷി ചെയ്യുന്ന ഒരു തോട്ടക്കാരനെപ്പോലെ, അഭിലാഷങ്ങൾക്ക് പൂവിടുന്നതിന് സമർപ്പണവും പരിപോഷണവും ആവശ്യമാണ്.	പ്രേതീക്ഷ 
എൻറെ സുഹൃത്തുക്കൾ ഒരു അപ്രതീക്ഷിത സന്ദർശനം ഏർപ്പാടാക്കി	അഭിനന്ദനം
 ഞാൻ അവളിൽ നിന്ന് മറച്ചുവെച്ച രഹസ്യങ്ങൾ പൊറുക്കാനാവാത്തതാണ്.	സങ്കടം 
കാലത്തിന്റെ പരീക്ഷണങ്ങളെ അതിജീവിക്കുന്ന ഒരു കോട്ട നിർമ്മിക്കുന്ന പ്രതിരോധശേഷിയുടെ ശിൽപിയാണ് ഇത്.	പ്രേതീക്ഷ 
വിശദീകരിക്കാനാവാത്ത മൂടൽമഞ്ഞ് കൂട്ടായ ഭീതിയുടെ അഭേദ്യമായ മൂടുപടം കൊണ്ട് നഗരത്തെ മൂടുന്നതായി തോന്നി.	ഭയം 
ഇന്ന് നിങ്ങൾ എന്ത് ചെയ്താലും നാളെ സഹോദരിമാർ നിങ്ങളെ എപ്പോഴും സ്നേഹിക്കും.	സ്നേഹം 
 നിങ്ങളുടെ മനസ്സിന്റെ ഡ്രൈവിംഗ് സീറ്റ് ആർക്കും നൽകാതിരിക്കാൻ ശ്രമിക്കുക. നിങ്ങളെ പശ്ചാത്താപത്തിലേക്ക് നയിക്കുന്നതിൽ ആളുകൾ സന്തുഷ്ടരാണ്.	കുറ്റബോധം 
എല്ലാ കാര്യങ്ങളിലും പുരോഹിതന്മാരെ അനുസരിക്കുക എന്നത് എന്റെ വലിയ കടമകളിലൊന്നാണെന്ന് എന്നെ അറിയിക്കണം; വളരെ ആശ്ചര്യത്തോടെയും ഭീതിയോടെയും ഞാൻ താമസിയാതെ മനസ്സിലാക്കിയത് അവരുമായി ക്രിമിനൽ ലൈംഗികബന്ധത്തിൽ ഏർപ്പെടുക എന്നതായിരുന്നു.	അത്ഭുതം 
അനാവശ്യമായ വിശദാംശങ്ങളും സൈഡ് പ്ലോട്ടുകളും ഉള്ള ഒരു ചെറുകഥയെ ഒരു ഇതിഹാസ നോവലായി മാറ്റാനുള്ള നിങ്ങളുടെ കഴിവിൽ ഞാൻ ശരിക്കും ആകൃഷ്ടനാണ്.	പരിഹാസം 
അപ്രതീക്ഷിതമായ കുടുംബ പൂന്തോട്ടപരിപാലന ദിവസം ഞങ്ങളുടെ ചുറ്റുപാടുകളെ മനോഹരമാക്കി.	അഭിനന്ദനം
ഒരു ആശ്ചര്യത്തിന്റെ ഭംഗി അതിന്റെ പ്രവചനാതീതതയിലാണ്.	അത്ഭുതം 
വെല്ലുവിളികളുടെ തുരങ്കത്തിലൂടെ നമ്മെ വെളിച്ചമുള്ള ദിവസങ്ങളിലേക്ക് നയിക്കുന്ന ജ്വാലയാണ് ശുഭാപ്തിവിശ്വാസം.	പ്രേതീക്ഷ 
നിങ്ങളുടെ കോമഡി ടൈമിംഗ് കുറ്റമറ്റതാണ്-വർഷങ്ങൾക്ക് മുമ്പ് ജോലി നിർത്തിയ ഒരു ക്ലോക്ക് പോലെ.	പരിഹാസം 
ഒരു ജാം സെഷനിൽ എന്റെ കുടുംബത്തിന്റെ സംഗീത കഴിവുകൾ എന്നെ അത്ഭുതപ്പെടുത്തി.	അഭിനന്ദനം
നിങ്ങളുടെ ഫോൺ ഇല്ലെങ്കിൽ അത് ഞാനാണ്.	പരിഹാസം 
