text	category
ഒരുസോഫ്റ്റ്വെയർഡെവലപ് മെന്റ് ടൂൾ ഉപേയാഗിച്ച് സ്ഥിരവും പരിഹരിക്കപ്പെടാത്തതുമായ പ്രശ്നങ്ങൾ സഹിക്കുക.	ദേഷ്യം 
പ്രതീക്ഷകൾ നമുക്കും മറ്റുള്ളവർക്കും ഉത്തരവാദിത്തത്തിനുള്ള ചട്ടക്കൂട് നൽകുന്നു.	പ്രേതീക്ഷ 
ഒരു നിരപരാധി കഷ്ടപ്പെടുന്നതിനേക്കാൾ നല്ലത് പത്ത് കുറ്റവാളികൾ രക്ഷപ്പെടുന്നതാണ്.	കുറ്റബോധം 
ഒരു പുതിയ ഉൽപ്പന്നത്തിന്റെ അനാവരണം ടെക് കോൺഫറൻസിൽ പ്രേക്ഷകരെ ആകർഷിച്ചു.	അത്ഭുതം 
എന്റെ കുടുംബത്തിൽ നിന്നുള്ള അപ്രതീക്ഷിത സന്ദർശനം എന്റെ ദിവസം മാറ്റിമറിച്ചു.	അഭിനന്ദനം
ഞാൻ പുഞ്ചിരിക്കുന്നു... ഒറ്റയ്ക്ക് നിന്നെ ഭയപ്പെടുത്തണം.	പരിഹാസം 
ഹലോ. ഡോക്ടർ മൃദുവായി, പരിഭ്രമത്തോടെ സംസാരിക്കുന്നു. മിസ്റ്റർ വൈറ്റ് പ്രതികരിക്കുന്നില്ല, ഭാവമാറ്റത്തിന്റെ ചെറിയ മാറ്റം പോലും ഇല്ല. ഡോക്ടർ ആർച്ചർ ചിന്തിച്ചു. അത് അവന്റെ തലയിൽ മുഴുകി, അനന്തമായി, സ്വയം ഭ്രാന്തനാക്കി, തന്റെ പരിചരണത്തിലെ നിർഭാഗ്യവാന്മാരേക്കാളും, ഈ ആഗ്രഹത്താൽ ഭ്രാന്തനായി. അവൻ ചിലന്തികളെ ഭയപ്പെടുന്നു, അവൻ മേഘങ്ങളെ നിരീക്ഷിക്കുന്നു, അവൻ രണ്ട് വിരലുകൾ ഉയർത്തി; അവൻ വ്യക്തമാണ്. അവൻ സ്വന്തം ഇഷ്ടപ്രകാരം എന്റെ അടുക്കൽ വന്നു; അവൻ ഈ ഭയങ്കരമായ വികാരങ്ങൾ പങ്കിടുന്നു.	സങ്കടം 
അപ്രതീക്ഷിത സോഫ്‌റ്റ്‌വെയർ അപ്‌ഡേറ്റ് കമ്പ്യൂട്ടർ ഉപയോക്താക്കളിൽ പരിഭ്രാന്തി പരത്തി.	ഭയം 
ഒരു ഓൺൈലൻ പർച്ചേസിന്ശേഷം കേടായേതാതെറ്റായേതാ ആയ ഒരു ഇനം 	ദേഷ്യം 
ഞാൻ ശരിക്കും അമ്പരന്നിരിക്കുകയാണ്!	അഭിനന്ദനം
കൊള്ളാം, ഞാൻ ഒരു യഥാർത്ഥ ഫിറ്റ്നസ് വിദഗ്ദ്ധനാണ്-ഒരു ജിമ്മിൽ ചേരുകയും ഇടയ്ക്കിടെ ട്രെഡ്മില്ലുകളിൽ നടക്കുന്ന ഒരു സോഷ്യൽ ക്ലബ് പോലെ അതിനെ പരിഗണിക്കുകയും ചെയ്യുന്നു.	പരിഹാസം 
ഒരു വെല്ലുവിളി നിറഞ്ഞ സാഹസികതയ്ക്കായി ഞങ്ങൾ ഒരു പ്രാദേശിക എസ്കേപ്പ് റൂം വിദഗ്ദ്ധന്റെ അപ്രതീക്ഷിത സന്ദർശനം രഹസ്യമായി സജ്ജമാക്കി.	അഭിനന്ദനം
 ഉത്കണ്ഠ, ഭയം, പിരിമുറുക്കം എന്നിവയുടെ തടവറയിൽ നിന്ന് നിങ്ങളെ മോചിപ്പിക്കാനുള്ള സഹായ ഹസ്തമാണ് ഇന്ന് നിങ്ങൾക്ക് അവതരിപ്പിക്കാൻ കഴിയുന്ന ഏറ്റവും വിലപ്പെട്ട സമ്മാനം, അതുവഴി നിങ്ങൾക്ക് സ്വതന്ത്രരാകാനാകും.	സങ്കടം 
അവൾ ഇല്ല എന്ന തോന്നൽ ഇടക് എന്നെ വല്ലാതെ മുറിവേല്പിക്കും	സങ്കടം 
ഹൊറർ കഥയിലെ പ്രേതനായ നായകൻ പേടിസ്വപ്ന സംഭവങ്ങളുടെ ഒരു പരമ്പരയെ അഭിമുഖീകരിച്ചു.	ഭയം 
ജോലിസ്ഥലത്തെ മേനാവീര്യത്തിൽപെട്ടെന്നുള്ളതും അപ്രതീക്ഷിതവുമായ കുറവുമായിപൊരുത്തപ്പെടുന്നു.	ദേഷ്യം 
നമ്മുടെ പരിശ്രമങ്ങളിലെ വിജയത്തിനുള്ള സാധ്യത അളക്കുന്നത് ബാരോമീറ്ററാണ്.	പ്രേതീക്ഷ 
ജോലിസ്ഥലത്തെ സുതാര്യതയിൽപെട്ടെന്നുള്ളതും വിശദീകരിക്കാനാകാത്തതുമായ കുറവുമായിപൊരുത്തപ്പെടുന്നു.	ദേഷ്യം 
ജോലിസ്ഥലത്തപെൊരുത്തപ്പെടുത്തലിൽപെട്ടെന്നുള്ളതും വിശദീകരിക്കാനാകാത്തതുമായ കുറവ് അനുഭവപ്പെടുന്നു.	ദേഷ്യം 
ഞാൻ ശരിക്കും അന്ധനാണ്.	അഭിനന്ദനം
സ്നേഹത്തിന്റെ ഊഷ്മളത ആത്മാവിനെ ആശ്വസിപ്പിക്കുന്ന സൌമ്യമായ ആലിംഗനം പോലെയാണ്.	സ്നേഹം 
കുറ്റബോധം ഒരു ഉപയോഗശൂന്യമായ വികാരമാണ്, അത് നിങ്ങളെ കൂടുതൽ കഷ്ടപ്പെടുത്തുന്നു. അത് നിങ്ങളുടെ ജീവിതത്തെ നിയന്ത്രിക്കാൻ അനുവദിക്കരുത്.	കുറ്റബോധം 
രണ്ട് ഹൃദയങ്ങൾ തികഞ്ഞ ഐക്യത്തിലായിരിക്കുമ്പോൾ കളിക്കുന്ന സിംഫണിയാണ് സ്നേഹം	സ്നേഹം 
അവളുടെ താക്കോലുകൾ നഷ്ടപ്പെട്ടതായി കണ്ടെത്തിയപ്പോൾ അവളുടെ കണ്ണുകളിൽ പരിഭ്രാന്തി മിന്നി.	ഭയം 
നിങ്ങൾക്ക് എന്തെങ്കിലും കുറ്റബോധം തോന്നുന്നിടത്തോളം, നിങ്ങൾ അതിനെ നിയന്ത്രിക്കുന്നു, അത് നിങ്ങളെ നിയന്ത്രിക്കുന്നു. കുറ്റബോധം ഒരു ചൂടുള്ള കൽക്കരിയിൽ മുറുകെ പിടിക്കുന്നത് പോലെയാണ്, നിങ്ങൾ സ്വയം അനുഭവിച്ചറിയുന്നത് ഒഴികെ	കുറ്റബോധം 
നിങ്ങളുടെ ഡ്രൈവിംഗ് കഴിവുകൾ അസാധാരണമാണ്; ബമ്പർ ഇല്ലാതെ ബമ്പർ കാർ അരീനയിൽ ഒരു റേസ് കാർ ഡ്രൈവർ ആകുന്നത് പോലെയാണ് ഇത്.	പരിഹാസം 
ഏകപക്ഷീയമായ സ്നേഹം എപ്പോഴും സാധാരണ പ്രണയത്തേക്കാൾ വലുതാണ്	സ്നേഹം 
മാറുന്ന ഋതുക്കളിലൂടെ നമ്മെ നയിക്കുന്ന വടക്കൻ നക്ഷത്രമാണ് നമ്മുടെ ആകാശത്തിൽ സ്ഥിരമായി നിലനിൽക്കുന്നത്.	പ്രേതീക്ഷ 
നിഷേധം, പരിഭ്രാന്തി, ഭീഷണി, കോപം	സങ്കടം 
ഒരു കുന്നോളം സ്വപ്നംങ്ങൾ തന്നു നീ മറഞ്ഞു പോയി 	സങ്കടം 
നിത്യതയുടെ ചുവരുകളിൽ നിന്ന് കുതിച്ചുയരുന്ന നമ്മുടെ ചിരിയുടെ പ്രതിധ്വനിയാണ് സ്നേഹം	സ്നേഹം 
വിജയം സന്തോഷത്തിൻറെ താക്കോൽ അല്ല. സന്തോഷമാണ് വിജയത്തിന്റെ താക്കോൽ. നിങ്ങൾ ചെയ്യുന്നത് നിങ്ങൾ ഇഷ്ടപ്പെടുന്നുവെങ്കിൽ നിങ്ങൾ വിജയിക്കും .	സന്തോഷം 
എസ്‌കേപ്പ് റൂം ചലഞ്ചിന്റെ അപ്രതീക്ഷിത അന്ത്യം ടീമിനെ വിസ്മയിപ്പിച്ചു.	അത്ഭുതം 
നിങ്ങൾ അദ്വിതീയനാണെന്ന് എപ്പോഴും ഓർക്കുക. എല്ലാവരേയും പോലെ	പരിഹാസം 
സ്നേഹമില്ലാത്ത ജീവിതം വാക്കുകളില്ലാത്ത ഒരു പുസ്തകം പോലെയാണ്	സ്നേഹം 
നന്നായി നൃത്തസംവിധാനം ചെയ്ത ഒരു നൃത്തം പോലെ, പ്രതീക്ഷകൾ നമ്മെ പ്രതീക്ഷയുടെയും പ്രതീക്ഷയുടെയും ചലനങ്ങളിലൂടെ മനോഹരമായി നയിക്കുകയും താളാത്മകവും യോജിപ്പുള്ളതുമായ ഒരു ഒഴുക്ക് സൃഷ്ടിക്കുകയും ചെയ്യുന്നു.	പ്രേതീക്ഷ 
സസ്യങ്ങളുമായി സംസാരിക്കുന്നത് ചികിത്സ മാത്രമല്ല, സസ്യങ്ങളുടെ ആത്മാഭിമാനം വളരുന്നതിന് അത്യാവശ്യമാണെന്നും ഒരു ശാസ്ത്രീയ മുന്നേറ്റം സൂചിപ്പിക്കുന്നു.	പരിഹാസം 
തികച്ചും ഗ്രിൽ ചെയ്ത സ്റ്റീക്കിന്റെ രുചി ഒരു രുചിയുള്ള ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
 ചില സമയങ്ങളിൽ എനിക്ക് തോന്നിയിട്ടുണ്ട്, ഇത് വിവരിക്കാൻ പ്രയാസമാണ്, ഏതാണ്ട് കുറ്റബോധത്താൽ ഭ്രാന്താണ്, എന്റെ ജീവിതത്തെക്കുറിച്ചുള്ള പൊതുവായ ഒരു കുറ്റബോധത്തോടെ.	കുറ്റബോധം 
 കുറ്റബോധം സമയ നിയമങ്ങൾ പാലിക്കുന്നില്ല. കാലം, പശ്ചാത്താപം, കാഴ്ച്ച, ഓർമ്മകൾ എന്നിവയിൽ മിക്ക കാര്യങ്ങളും മങ്ങുന്നു. എന്നാൽ കുറ്റബോധം കൃത്യസമയത്ത് തീറ്റുന്നു, അത് പോഷിപ്പിക്കുന്നതനുസരിച്ച് അത് വളരുന്നു, സമയം കഴിയുമ്പോൾ അത് കുറ്റവാളികളെ കടിച്ചുകീറാൻ തുടങ്ങുന്നു.	കുറ്റബോധം 
അനിശ്ചിതമായ ഭയം കാറ്റിൽ മന്ത്രിച്ചു, ഭയത്തിന്റെ ഒരു നിഗൂഢ സന്ദേശം.	ഭയം 
ഒരു കല്ലുകൊണ്ട് നിർമ്മിച്ച പൂന്തോട്ടത്തിൻറെ ശാന്തത ശാന്തമായ ഒരു ചിന്താഗതി കൊണ്ടുവന്നു.	സന്തോഷം 
നിങ്ങൾ എന്റെ മനസ്സ് തകർത്തു.	അഭിനന്ദനം
പ്രേതഭവനത്തിലെ അപകീർത്തികരമായ കുശുകുശുപ്പ് അവരുടെ ഭയം വർദ്ധിപ്പിച്ചു.	ഭയം 
ലോകം നിങ്ങളെ താഴേക്ക് തള്ളുമ്പോൾ, അത് സംഭവിക്കാൻ പോകുമ്പോൾ, തിരികെ എഴുന്നേൽക്കുക, മുന്നോട്ട് പോകുക, നിങ്ങൾ പോകേണ്ട സ്ഥലത്തെത്തും. എല്ലാവർക്കും സൂര്യനിൽ ഒരിടമുണ്ട്, എല്ലാവർക്കും മതിയായ സ്നേഹവും വാത്സല്യവും ഉണ്ട്. നമുക്കെല്ലാവർക്കും ഈ ലോകത്ത് ഇടമുണ്ട്. നിങ്ങൾ എവിടേക്കാണ് പോകുന്നതെന്ന് നിർണ്ണയിക്കാൻ നിങ്ങളുടെ വികാരങ്ങളെ അനുവദിക്കുന്നില്ലെങ്കിൽ നിങ്ങൾ അവിടെയെത്തും. നിങ്ങൾ പോകേണ്ട സ്ഥലത്തേക്ക് നിങ്ങളുടെ സ്വപ്നങ്ങൾ നിങ്ങളെ കൊണ്ടുപോകട്ടെ.	കുറ്റബോധം 
വിശുദ്ധ മോളി!	അഭിനന്ദനം
ഞാൻ പോസിറ്റീവായി ഞെട്ടിപ്പോയി.	അഭിനന്ദനം
ഞാൻ ശരിക്കും ഞെട്ടിപ്പോയി!	അഭിനന്ദനം
ഏറ്റവും ഇരുണ്ട തുരങ്കത്തിൽ പോലും എല്ലായ്പ്പോഴും പ്രകാശത്തിന്റെ ഒരു തിളക്കം ഉണ്ടെന്നാണ് വിശ്വാസം.	പ്രേതീക്ഷ 
പദ്ധതിയിലെ അപ്രതീക്ഷിതമായ സങ്കീർണതകൾ കൂട്ടായ നിരാശയിലേക്ക് നയിച്ചു.	ഭയം 
"അറിയാതെയെത്തും പറയാതെ അകലും "" സന്തോഷം ""."	സന്തോഷം 
അഭിലാഷങ്ങൾ നമ്മുടെ അഭിലാഷങ്ങളിലേക്കുള്ള പാതയെ പ്രകാശിപ്പിക്കുന്ന മാർഗ്ഗനിർദ്ദേശ വെളിച്ചങ്ങളായി പ്രവർത്തിക്കുന്നു.	പ്രേതീക്ഷ 
പ്രിയപ്പെട്ട ഒരാളുമായി ഒരു സൂര്യോദയം പങ്കിടുന്നതിന്റെ ആനന്ദം, പിങ്ക്, ഓറഞ്ച് നിറങ്ങളിൽ ആകാശം പ്രകാശിക്കുന്നത് കാണുന്നത് ഒരു റൊമാന്റിക് നിമിഷമായിരുന്നു.	സന്തോഷം 
നമ്മുടെ പുരോഗതിയും നേട്ടങ്ങളും അടയാളപ്പെടുത്തുന്ന നമ്മുടെ യാത്രയുടെ പാതയിലെ നാഴികക്കല്ലുകളാണ് അഭിലാഷങ്ങൾ.	പ്രേതീക്ഷ 
വർത്തമാനകാലത്തെ ഉജ്ജ്വലവും മെച്ചപ്പെട്ടതുമായ ഭാവിയുമായി ബന്ധിപ്പിക്കുന്ന പാലമാണ് ശുഭാപ്തിവിശ്വാസം.	പ്രേതീക്ഷ 
ഞാൻ ഇടിമുഴക്കത്തിലാണ്.	അഭിനന്ദനം
ഒരുഹെൽത്ത്കെയർ ഇൻഷുറൻസ് ഉപയോഗിച്ച് സ്ഥിരവും സ്ഥിരവും പരിഹരിക്കപ്പെടാത്തതുമായ പ്രശ്നങ്ങൾകൈകാര്യംചെയ്യുന്നു.	ദേഷ്യം 
 റോ വിചാരിച്ചതെല്ലാം തീർച്ചയായും ശരിയാണ്, അതിലും ആഴത്തിൽ നോക്കേണ്ട ആവശ്യമില്ല. അത് ചിലപ്പോഴൊക്കെ കാറ്റിയെ ഭ്രാന്ത് പിടിപ്പിച്ചെങ്കിലും അവിടെയും ഒരു ആശ്വാസം ഉണ്ടായിരുന്നു. റോക്ക് ഒരിക്കലും പിന്നിലേക്ക് നോക്കേണ്ടി വന്നില്ല, താൻ ചതിച്ചോ, താൻ അന്യായം ചെയ്തോ എന്ന്. അവൻ ചെയ്ത ചെറിയ തെറ്റുകൾ രാത്രിയിൽ അവനെ വേട്ടയാടിയില്ല.	കുറ്റബോധം 
നിങ്ങൾ എങ്ങനെയാണ് ഇത്തരമൊരു വിഡ്ഢിത്തം ചെയ്യുകയും എന്നെ ഇത്രയധികം വേദനിപ്പിക്കുകയും ചെയ്യുമനെ്ന് എനിക്ക് വിശ്വസിക്കാൻ കഴിയുന്നില്ല! ഞാൻ നിന്നോട് എന്തെങ്കിലും ദ്രോഹം ചെയ്തോ?	ദേഷ്യം 
ഒരു കെട്ടിടത്തിന്റെ ശിൽപിയെപ്പോലെ, അഭിലാഷങ്ങൾ നമ്മുടെ വ്യക്തിപരവും തൊഴിൽപരവുമായ വളർച്ചയുടെ രൂപരേഖ തയ്യാറാക്കുന്നു.	പ്രേതീക്ഷ 
ഒരു നീണ്ട ദിവസത്തിന് ശേഷം മൃദുവായ തലയിണയുടെ വികാരം ശാന്തമായ ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
നാളെ നിങ്ങൾ സ്വതന്ത്രനാണോ ഇല്ല, ഞാൻ ചെലവേറിയതാണ്	പരിഹാസം 
ജോലിസ്ഥലത്തെതൊഴിൽ-ജീവിത സന്തുലിതാവസ്ഥയിൽപെട്ടെന്നുള്ളതും അപ്രതീക്ഷിതവുമായ കുറവുമായിപൊരുത്തപ്പെടുന്നു.	ദേഷ്യം 
സംശയാസ്പദമായ ഒരു നക്ഷത്രമുണ്ടെങ്കിൽ ഞാൻ അതിന് കീഴിലാണ് ജനിച്ചത്. എന്നിട്ടും ഞാൻ എന്റെ എല്ലാ ദിവസങ്ങളും പൂർണ്ണമായും ആശ്ചര്യത്തോടെയാണ് ജീവിച്ചത്.	അത്ഭുതം 
അമ്മ എന്ന താങ്ങ് ഇണി ഇല്ല എന്ന സത്യം വല്ലാതെ ഉള്ളിൽ മുറിവേല്പിക്കുന്നു	സങ്കടം 
കുറ്റബോധത്തിന് ഒരു ബലഹീനത മാത്രമേ ഉള്ളൂ, അത് എളുപ്പത്തിൽ നൽകാത്തതും എളുപ്പത്തിൽ കണ്ടെത്താനാകാത്തതുമായ ഒരു ദൗർബല്യം മാത്രമേ എനിക്കറിയൂ: ക്ഷമ...സത്യത്തിൽ, കുറ്റബോധത്തിന്റെ ശക്തി അടങ്ങിയിരിക്കുന്നത് മറ്റുള്ളവർ നമുക്ക് മാപ്പ് നൽകുന്നതിൽ പരാജയപ്പെടുന്നതിലല്ല, മറിച്ച് സ്വയം ക്ഷമിക്കുന്നതിലുള്ള നമ്മുടെ പരാജയത്തിലാണ്.	സങ്കടം 
നിങ്ങളുടെ സാഹസികതയ്ക്ക് അഭിനന്ദനങ്ങൾ; ഇത് അദൃശ്യമായ ലാൻഡ്മാർക്കുകളുള്ള അദൃശ്യ യാത്രകൾ ആരംഭിക്കുന്നത് പോലെയാണ്.	പരിഹാസം 
ഒരു സന്തോഷകരമായ ദാമ്പത്യത്തിന്റെ രഹസ്യം ശരിയായ വ്യക്തിയെ കണ്ടെത്തുന്നതാണ്. എല്ലായ്‌പ്പോഴും അവരോടൊപ്പം ഉണ്ടായിരിക്കാൻ നിങ്ങൾ ഇഷ്ടപ്പെടുന്നെങ്കിൽ അവർ ശരിയാണെന്ന് നിങ്ങൾക്കറിയാം.	സ്നേഹം 
ഒരു ഓർക്കസ്ട്രയുടെ കണ്ടക്ടറെപ്പോലെ, പ്രതീക്ഷകൾ നമ്മുടെ ശ്രമങ്ങളുടെ സ്വരച്ചേർച്ചയുള്ള ഗാനങ്ങളെ ഏകോപിപ്പിക്കുന്നു.	പ്രേതീക്ഷ 
 എല്ലാവരോടും താൻ അവസാനമായി പറഞ്ഞ വാക്കുകൾ എന്തായിരിക്കാം എന്നതിൽ അയാൾക്ക് കുറ്റബോധവും പശ്ചാത്താപവും തോന്നി.	കുറ്റബോധം 
പ്രവർത്തനരഹിതമായ ഓഫീസ് എയർ പ്യൂരിഫയറിൽ നിന്നുള്ള നിരന്തരമായ തടസ്സങ്ങൾ സഹിക്കുന്നത് മൊത്തത്തിലുള്ള	ദേഷ്യം 
ഒരു അടുത്ത സുഹൃത്തിനെ സാക്ഷ്യപ്പെടുത്തുന്നത് വ്യക്തിപരമായ വിവരങ്ങൾ ഇല്ലാെത നിങ്ങളുെട വിശ്വാസത്തെ വഞ്ചിക്കുന്നുvസമ്മതം	ദേഷ്യം 
 വീണ്ടും, ഞാൻ ഐറിഷ് ആണ്. . . ഞാൻ ഉപന്യാസങ്ങളിൽ സംസാരിക്കുന്നു. . . പക്ഷെ ഞാൻ എന്റെ ഏറ്റവും മികച്ച ഷോട്ട് നൽകും.	കുറ്റബോധം 
കുറ്റബോധം നാം നമുക്കുവേണ്ടി സൃഷ്ടിക്കുന്ന ഒരു തടവറയാണ്, രക്ഷപ്പെടാനുള്ള താക്കോൽ നാം മാത്രം കൈവശം വയ്ക്കുന്നു	കുറ്റബോധം 
ജോലിസ്ഥലത്തെ പരിശീലന അവസരങ്ങളുെട ലഭ്യതയിൽപെട്ടെന്നുള്ളതും വിശദീകരിക്കാനാകാത്തതുമായ കുറവ് അനുഭവപ്പെടുന്നു.	ദേഷ്യം 
ചിരികൾ കൊണ്ട് സംസാരിക്കുന്ന സൗഹൃതമാണ് എന്റെ സന്തോഷം 	സന്തോഷം 
നിങ്ങൾ ഇതുവരെ പരസ്പരം അറിയാത്തതും ഇപ്പോഴും അവിവാഹിതരായിരിക്കുന്നതും ആണ് ഒരു ബന്ധത്തിന്റെ ഏറ്റവും നല്ല ഭാഗം.	പരിഹാസം 
ഓരോ മേഘത്തിനും ഒരു വെള്ളി പാളിയുണ്ടെന്ന വിശ്വാസമാണ് അത് വെളിപ്പെടാൻ കാത്തിരിക്കുന്നത്.	പ്രേതീക്ഷ 
കൂടെ നിൽക്കാൻ കരഞ്ഞു കാലുപിടിക്കണ്ട കാര്യമൊന്നുമില്ല... ആത്മാർത്ഥത ഉണ്ടേൽ ഒരു ബന്ധവും നമ്മെ വിട്ടുപോവില്ല.	സ്നേഹം 
നിങ്ങൾ ആഗ്രഹിക്കുന്നവരാകാനും നിങ്ങൾ ആഗ്രഹിക്കുന്ന രീതിയിൽ ജീവിക്കാനും നിങ്ങൾക്ക് അവകാശമുണ്ട്.	സങ്കടം 
ഒന്നുമുണ്ടാവികളെനാരിന്നിട്ടും ഇടയ്ക്കിടെ ഫ്രിഡ്ജും വഹട്സപ്പും തുറന്നില്ലെങ്കിൽ ഒരു സമാധാനം ഉണ്ടാവില്ല വെറുതെ ഒരു പ്രതീക്ഷ 	പ്രേതീക്ഷ 
വനനശീകരണത്തിന്റെ തോതിൽ പരിസ്ഥിതി പ്രവർത്തകർ നിരാശ പ്രകടിപ്പിച്ചു.	ഭയം 
ഒരു സുഹൃത്തിൽ നിന്ന് കൈകൊണ്ട് എഴുതിയ കത്ത് കണ്ടെത്തുന്നത് വളരെയധികം സന്തോഷം നൽകി.	സന്തോഷം 
 നിങ്ങളുടെ സ്വന്തം കഥ പ്രധാനമാണ്. ഒന്നുകിൽ അത് വിജയിയുടെ യാത്രയോ ഇരയുടെ വിലാപമോ ആണ്. തീരുമാനം നിങ്ങളുടെ കൈയിലാണ്. അസാധാരണമായ	കുറ്റബോധം 
എല്ലാം അറിയാൻ ഞാൻ ചെറുപ്പമല്ല.	പരിഹാസം 
 അവളുടെ സ്വതന്ത്രമായ കൈ മുഷ്ടി ചുരുട്ടി. ഞാൻ നിശ്ചലമായി നിന്നു, അവൾ എന്തെങ്കിലും പറയുന്നതും കാത്തിരിക്കുന്നു, അവൾ എന്നെ ഇവിടെ ഉപേക്ഷിക്കാൻ പാടില്ലായിരുന്നു, അവിടെ അവളുടെ സുഹൃത്തുക്കൾ എന്നെ സഹായത്തിനായി നോക്കും. ഒടുവിൽ അവൾ എന്നെ നോക്കി. അവളുടെ കണ്ണുകൾ കഠിനമായിരുന്നു, പക്ഷേ അവൾ കണ്ണുനീർ വീഴാൻ അനുവദിച്ചില്ല. ഇവിടെയാണ് ഉത്തരവാദികളെ ഞങ്ങൾ കുറ്റപ്പെടുത്തുന്നത്, കൂപ്പർ, അവൾ എന്നോട് പറഞ്ഞു, അവളുടെ ശബ്ദം വളരെ മൃദുവാണ് ഇതെല്ലാം പൂർത്തിയാകുമ്പോൾ ഞങ്ങൾ കറുത്ത ദൈവത്തിന് ഒരു വഴിപാട് അർപ്പിക്കും, ഈ കോലിമോംഗുകളെ കീറിമുറിക്കുന്നതിൽ ഞങ്ങൾ മുഴുകും. എല്ലാം ശരി? തൽക്കാലം ഞങ്ങൾ ദുഃഖം മാറ്റിവെക്കുന്നു.	സങ്കടം 
"അതിനെക്കുറിച്ചും വിഷമിക്കാൻ തുടങ്ങരുത് "", അവർ പറയുന്നു. ""എല്ലാവരുടെയും ഉള്ളിൽ അപരിചിതരുടെ ഒരു കഷണം ഉണ്ട്. ഇത് നമ്മെത്തന്നെ അത്ഭുതപ്പെടുത്തുകയും കാര്യങ്ങൾ രസകരമാക്കുകയും ചെയ്യുന്നു ""."	അഭിനന്ദനം
ചിലപ്പോൾ ഞാൻ ആളുകളെ നോക്കുകയും അത് വിജയിച്ച ബീജമാണെന്ന് കരുതുന്നു	പരിഹാസം 
ബലാത്സംഗം തടയാൻ ഇരുവർക്കും കഴിയില്ലെന്ന് ഉറപ്പുനൽകിക്കൊണ്ട് എന്റെ ഉള്ളിലെ കൊച്ചു പെൺകുട്ടിയെയും അമ്മയെയും ആശ്വസിപ്പിക്കണമെന്ന് എനിക്ക് തോന്നി. ആറാം വയസ്സിൽ ഒന്നും മിണ്ടാത്തതിന് അമ്മ സ്വയം കുറ്റപ്പെടുത്താനും എന്റെ ഉള്ളിലെ കൊച്ചു പെൺകുട്ടിയെ കുറ്റപ്പെടുത്താനും ഞാൻ ആഗ്രഹിച്ചില്ല.	കുറ്റബോധം 
നിങ്ങൾ ഒരു ടൺ മേക്കപ്പ് ധരിച്ചാൽ ഒഴികെ, എനിക്ക് നിങ്ങളോട് ഭ്രാന്താണ്, നിങ്ങളെക്കുറിച്ച് എല്ലാം. അപ്പോൾ എനിക്ക് നിങ്ങളുടെ മുഖം ചുംബനം കൊണ്ട് ശ്വസിക്കാൻ കഴിയില്ല	സ്നേഹം 
എന്നെ വിളിക്കാതെ അവർ അത്താഴം കഴിച്ചു 	ദേഷ്യം 
വ്യക്തമായ ന്യായീകരണമില്ലാെത ഒരു പ്രാേദശികപൊതുഗതാഗതസേവനത്തിനുള്ള ഫീസ് വർദ്ധിപ്പിച്ചതിന്റെ അറിയിപ്പ് 	ദേഷ്യം 
അനിശ്ചിതത്വത്തിൽപ്പോലും നമ്മുടെ സ്വന്തം പാത കെട്ടിപ്പടുക്കാനുള്ള ധൈര്യം നമുക്കുണ്ട് എന്നതിന്റെ സ്ഥിരീകരണമാണിത്.	പ്രേതീക്ഷ 
പ്രതീക്ഷയുടെ ഒരു ചെറിയ മിന്നലിന് പോലും നിരാശയുടെ ഇരുണ്ട കോണുകളെ പ്രകാശിപ്പിക്കാൻ കഴിയും.	പ്രേതീക്ഷ 
ക്രിയാത്മകമായ പ്രതികരണേമാ മാർഗനിർേദശേമാ ഇല്ലാെത വിമർശനം 	ദേഷ്യം 
ജനലിനു പുറത്ത് ഒരു തെരുവ് മേളയുടെ പെട്ടെന്നുള്ള രൂപം ആവേശം കൊണ്ടുവന്നു.	അത്ഭുതം 
 ...ഇരുവരും ഇതുവരെ കഠിനമായ ആവശ്യകതയെ പശ്ചാത്താപം കൊണ്ട് വഷളാക്കാതെ സ്വീകരിക്കാൻ പഠിച്ചിട്ടില്ല. അതൊരു സുപ്രധാന പാഠമാണ്, മിറി. പശ്ചാത്താപം ഉൽപ്പാദനക്ഷമമല്ല. കുറ്റബോധമോ ദുഃഖമോ അല്ല.	കുറ്റബോധം 
നമ്മുടെ ഉള്ളിലെ ദൈവികതയുടെ പ്രതിധ്വനിയാണ് വിസ്മയം.	അത്ഭുതം 
നിങ്ങളുടെ സ്നേഹം ഞാൻ വിലമതിക്കുന്ന നിധിയാണ്, എന്റെ ജീവിതത്തിൽ തിളങ്ങുന്ന ഒരു രത്നമാണ്.	സ്നേഹം 
കൊടുങ്കാറ്റുള്ള കടലുകളിൽ വഴിതെറ്റുന്നതിൽ നിന്ന് നമ്മെ തടയുന്ന വിളക്കുമാടങ്ങളായി അഭിലാഷങ്ങൾ വർത്തിക്കുന്നു.	പ്രേതീക്ഷ 
എന്റെ സുഹൃത്തുക്കൾ ഒരു നോസ്റ്റാൾജിക് ഗെയിമിംഗ് രാത്രിക്കായി ഒരു റെട്രോ ആർക്കേഡിലേക്ക് സർപ്രൈസ് സന്ദർശനം നടത്തി.	അഭിനന്ദനം
